,Albany(New York),Biddeford(Maine),Manchester(New Hampshire),New York City(New York),Middletown(New Jersey),Baltimore(Maryland),Portsmouth(New Hampshire),Wilmington-D(Delaware),Silver Spring(Maryland),Sanford(Maine),Providence(Rhode Island),Brockton(Massachusetts),Virginia Beach(Virginia),Lewiston(Maine),Newport(Rhode Island),Seaford(Delaware),Bangor(Maine),Winooski(Vermont),Hartford(Connecticut),Cumberland(Maryland),Pittsburgh(Pennsylvania),Concord(New Hampshire),Utica(New York),Tonawanda(New York),Portland(Maine),Johnstown(Pennsylvania),Syracuse(New York),Bridgeport(Connecticut),Montpelier(Vermont),Hamilton(New Jersey),Gaithersburg(Maryland),Washington(DC),Columbia(Maryland),Rochester(New Hampshire),Reading(Pennsylvania),Rutland(Vermont),Mount Vernon(New York),Salisbury(Maryland),Fall River(Massachusetts),Yonkers(New York),Worcester(Massachusetts),Trenton(New Jersey),Erie(Pennsylvania),Springfield(Massachusetts),Stamford(Connecticut),Rockville(Maryland),New Rochelle(New York),Annapolis(Maryland),York(Pennsylvania),Binghamton(New York),Lancaster(Pennsylvania),Buffalo(New York),Keene(New Hampshire),Burlington(Vermont),Quincy(Massachusetts),Augusta(Maine),Auburn(Maine),Laconia(New Hampshire),Allentown(Pennsylvania),Hagerstown(Maryland),Troy(New York),Scranton(Pennsylvania),Pittsfield(Massachusetts),Lebanon(New Hampshire),Warwick(Rhode Island),Westbrook(Maine),Dover(Delaware),Paterson(New Jersey),Newark(New Jersey),Jersey City(New Jersey),Chelsea(Massachusetts),Nashua(New Hampshire),Philadelphia(Pennsylvania),Woodbridge(New Jersey),Boston(Massachusetts),Cambridge(Massachusetts),New Haven(Connecticut),Harrisburg(Pennsylvania),Atlantic City(New Jersey),New Bedford(Massachusetts)
Keene(New Hampshire),0.0,0.9008158,0.81300145,0.76755154,0.67530096,0.845098,0.0,0.683055,0.78590137,0.75521946,0.81300145,0.7797423,0.748169,0.81300145,0.71137625,0.8402834,0.7797423,0.0,0.7569155,0.73113066,0.74642897,0.0,0.6707262,0.7347999,0.71948034,0.78977287,0.76863086,0.81300145,0.6904974,0.7918949,0.7959794,0.76502466,0.73464775,0.84081507,0.81300145,0.8024725,0.81300145,0.78977287,0.8402834,0.7816224,0.73069596,0.81300145,0.77853614,0.78977287,0.6973507,0.7048186,0.9423077,0.7428869,0.7571028,0.7253016,0.74440444,0.72589415,0.0,0.88730353,0.7197548,0.8677306,0.78977287,0.81300145,0.8279596,0.77525496,0.7688166,0.8645412,0.6424961,0.8402834,0.7224272,0.7170595,0.81300145,0.7692692,0.8402834,0.81300145,0.81300145,0.7840383,0.73541397,0.81373686,0.8402834,0.82057977,0.0,0.7599238,0.78210187,0.75521946
Burlington(Vermont),0.0,0.985,0.8605285,0.86503834,0.71304804,0.78013706,0.0,0.7277247,0.8318442,0.85113996,0.8605285,0.8253251,0.80307484,0.8605285,0.75296247,0.880514,0.8253251,0.0,0.7933622,0.8239916,0.7900643,0.0,0.70993596,0.77018166,0.8108616,0.8613445,0.84046197,0.8605285,0.7781975,0.8582028,0.8970768,0.8621905,0.7698208,0.91121924,0.8605285,0.74078804,0.8605285,0.8613445,0.880514,0.8273151,0.7684217,0.8605285,0.8240484,0.8613445,0.7859213,0.77416027,0.9416282,0.7784544,0.8532625,0.79103065,0.78792137,0.7853435,0.88730353,0.0,0.81117094,0.97794116,0.8613445,0.8605285,0.9331188,0.8205754,0.8137607,0.936932,0.6896469,0.880514,0.7899404,0.78407115,0.8605285,0.81423974,0.880514,0.8605285,0.8605285,0.8298722,0.8020595,0.8897833,0.880514,0.90165675,0.0,0.7991586,0.8482648,0.85113996
Quincy(Massachusetts),0.0,0.7990034,0.73807377,0.71440697,0.61158,0.71465045,0.0,0.6201034,0.7134713,0.72191817,0.73807377,0.70787984,0.6792164,0.73807377,0.64581454,0.74683255,0.70787984,0.0,0.664374,0.6988915,0.6776367,0.0,0.6425556,0.64496225,0.72860885,0.71698594,0.68175834,0.73807377,0.6600499,0.7279087,0.7408665,0.712055,0.65294504,0.7728761,0.73807377,0.7526111,0.73807377,0.71698594,0.74683255,0.7677045,0.6590739,0.73807377,0.70678484,0.71698594,0.96887255,0.6566257,0.7638215,0.6602679,0.7237184,0.6584565,0.6757988,0.65899444,0.7197548,0.81117094,0.0,0.8294681,0.71698594,0.73807377,0.7914508,0.70380604,0.6979611,0.79468507,0.58328253,0.74683255,0.6423139,0.6475764,0.73807377,0.75557125,0.74683255,0.73807377,0.73807377,0.7117799,0.6676369,0.7217664,0.74683255,0.7647654,0.0,0.68543684,0.71947944,0.72191817
Augusta(Maine),0.0,0.96327204,0.87993896,0.86128324,0.7291319,0.7977342,0.0,0.74413955,0.85060763,0.8703386,0.87993896,0.84394145,0.8097686,0.87993896,0.76994663,0.9003753,0.84394145,0.0,0.8009638,0.84257793,0.80788535,0.0,0.72594965,0.7775612,0.7929749,0.8547979,0.82192236,0.87993896,0.79575086,0.8775608,0.8931826,0.85844773,0.78718525,0.9317731,0.87993896,0.7574976,0.87993896,0.8547979,0.9003753,0.8459764,0.78575456,0.87993896,0.842636,0.8547979,0.8036488,0.7916225,0.920857,0.7960136,0.872509,0.7850185,0.8056941,0.7856598,0.8677306,0.97794116,0.8294681,0.0,0.8547979,0.87993896,0.95416665,0.8390847,0.83211625,0.95806587,0.6953953,0.9003753,0.77436846,0.7720471,0.87993896,0.8326061,0.9003753,0.87993896,0.87993896,0.8485912,0.7959634,0.87015575,0.9003753,0.9219949,0.0,0.81718475,0.8673986,0.8703386
Auburn(Maine),0.0,0.8484244,0.9714286,0.8660688,0.80494165,0.8806767,0.0,0.81615984,0.9390476,0.8246082,0.9714286,0.9316883,0.8939624,0.9714286,0.85,0.93988866,0.9316883,0.0,0.8375,0.85473657,0.8918833,0.0,0.80142856,0.8381033,0.818483,1.0,0.8769841,0.9714286,0.698606,0.81654006,0.8981453,0.8632175,0.87833333,0.86698276,0.9714286,0.8362566,0.9714286,1.0,0.93988866,0.9339348,0.86745155,0.9714286,0.9302471,1.0,0.7095779,0.820389,0.8381263,0.830947,0.82666457,0.9183673,0.88946426,0.9117647,0.78977287,0.8613445,0.71698594,0.8547979,0.0,0.9714286,0.89585805,0.9263265,0.9186336,0.89144725,0.7676974,0.93988866,0.82596576,0.8523188,0.9714286,0.9191744,0.93988866,0.9714286,0.9714286,0.93682146,0.9311715,0.9154527,0.93988866,0.92711776,0.0,0.9021496,0.9345077,0.8246082
Laconia(New Hampshire),0.0,0.8476206,1.0,0.89154136,0.8286164,0.90657896,0.0,0.84016454,0.96666664,0.8488614,1.0,0.9590909,0.9202554,1.0,0.875,0.96753246,0.9590909,0.0,0.8393008,0.8798759,0.91811514,0.0,0.825,0.8627534,0.842556,0.9714286,0.9027778,1.0,0.7191532,0.8405559,0.9245614,0.88860625,0.8699003,0.8924822,1.0,0.8608524,1.0,0.9714286,0.96753246,0.9614035,0.8929648,1.0,0.9576073,0.9714286,0.7304478,0.84451807,0.86277705,0.8553866,0.85097826,0.8921283,0.915625,0.89285713,0.81300145,0.8605285,0.73807377,0.87993896,0.9714286,0.0,0.9222068,0.95357144,0.9456522,0.91766626,0.7902767,0.96753246,0.8502589,0.87738705,1.0,0.9462089,0.96753246,1.0,1.0,0.964375,0.9045666,0.9096704,0.96753246,0.95438594,0.0,0.9286834,0.9619932,0.8488614
Allentown(Pennsylvania),0.0,0.91912204,0.9222068,0.90265495,0.7641557,0.8360533,0.0,0.7798843,0.89146656,0.9121453,0.9222068,0.8844802,0.84866583,0.9222068,0.80693096,0.94362473,0.8844802,0.0,0.8394381,0.8830511,0.8466921,0.0,0.76082057,0.81491137,0.77701086,0.89585805,0.83254784,0.9222068,0.75927895,0.8373393,0.93608654,0.89968324,0.82499766,0.8890669,0.9222068,0.7938839,0.9222068,0.89585805,0.94362473,0.88661283,0.8234982,0.9222068,0.883112,0.89585805,0.7668149,0.8296481,0.878651,0.83425003,0.91441995,0.8227268,0.8443956,0.82339895,0.8279596,0.9331188,0.7914508,0.95416665,0.89585805,0.9222068,0.0,0.8793901,0.8720869,0.9141545,0.72879857,0.94362473,0.81156516,0.80913234,0.9222068,0.87260026,0.94362473,0.9222068,0.9222068,0.8893532,0.83419746,0.83890426,0.94362473,0.9662829,0.0,0.85643816,0.8871567,0.9121453
Hagerstown(Maryland),0.0,0.82729167,0.95357144,0.8501484,0.7901449,0.8644878,0.0,0.88107145,0.9217857,0.80945,0.95357144,0.9145617,0.87752926,0.95357144,0.834375,0.9226113,0.9145617,0.0,0.80033326,0.83902454,0.8754884,0.0,0.78669643,0.822697,0.80343735,0.9263265,0.8608631,0.95357144,0.68576396,0.8015301,0.8816353,0.8473495,0.82951206,0.85104555,0.95357144,0.8208843,0.95357144,0.9263265,0.9226113,0.9167669,0.8515057,0.95357144,0.913147,0.9263265,0.6965342,0.8053083,0.8227196,0.8156723,0.81146854,0.85070807,0.8731138,0.85140306,0.77525496,0.8205754,0.70380604,0.8390847,0.9263265,0.95357144,0.8793901,0.0,0.9017469,0.8750603,0.7535853,0.9226113,0.8107826,0.8366512,0.95357144,0.90227777,0.9226113,0.95357144,0.95357144,0.9196005,0.86256886,0.86743575,0.9226113,0.9100752,0.0,0.88556594,0.91732925,0.80945
Troy(New York),0.0,0.81114584,0.9456522,0.84308803,0.78358287,0.8573084,0.0,0.79450345,0.91413045,0.82356733,0.9456522,0.9069664,0.8702416,0.9456522,0.8274457,0.9149492,0.9069664,0.0,0.7936866,0.91708076,0.8682176,0.0,0.78016305,0.8158646,0.7967649,0.9186336,0.8537138,0.9456522,0.6800688,0.79487354,0.8743135,0.8403124,0.82262313,0.84397775,0.9456522,0.81406695,0.9456522,0.9186336,0.9149492,0.9091533,0.8444341,0.9456522,0.9055635,0.9186336,0.6907496,0.79862034,0.81588703,0.80889827,0.82151866,0.84364307,0.8658628,0.8443323,0.7688166,0.8137607,0.6979611,0.83211625,0.9186336,0.9456522,0.8720869,0.9017469,0.0,0.8677931,0.7473269,0.9149492,0.8040492,0.829703,0.9456522,0.8947845,0.9149492,0.9456522,0.9456522,0.91196334,0.8554054,0.8602318,0.9149492,0.90251714,0.0,0.8782115,0.909711,0.82356733
Scranton(Pennsylvania),0.0,0.9228781,0.91766626,0.8251661,0.7603933,0.8319369,0.0,0.77099067,0.88707733,0.8472697,0.91766626,0.88012534,0.84448737,0.91766626,0.80295795,0.88787186,0.88012534,0.0,0.7797337,0.8074324,0.84252334,0.0,0.75707465,0.7917197,0.7731852,0.89144725,0.8284487,0.91766626,0.76238173,0.9159713,0.8557278,0.8224495,0.79827815,0.9725564,0.91766626,0.7899752,0.91766626,0.89144725,0.88787186,0.88224757,0.81944364,0.91766626,0.8787639,0.89144725,0.76994854,0.77498573,0.88224167,0.78495944,0.8451621,0.81867605,0.84023815,0.8193449,0.8645412,0.936932,0.79468507,0.95806587,0.89144725,0.91766626,0.9141545,0.8750603,0.8677931,0.0,0.72521025,0.88787186,0.7802539,0.8051485,0.91766626,0.86830395,0.88787186,0.91766626,0.91766626,0.8849744,0.8300902,0.83477384,0.88787186,0.8833319,0.0,0.8522214,0.8827887,0.8472697
Pittsfield(Massachusetts),0.0,0.7001491,0.7902767,0.7233514,0.65483624,0.71644825,0.0,0.6639625,0.76393414,0.70570576,0.7902767,0.7579472,0.858758,0.7902767,0.69149214,0.76461834,0.7579472,0.0,0.6634153,0.6953454,0.7416035,0.0,0.65197825,0.6818139,0.66585237,0.7676974,0.71344423,0.7902767,0.56833005,0.6642718,0.7501422,0.72097003,0.7176843,0.7053079,0.7902767,0.6803116,0.7902767,0.7676974,0.76461834,0.7597748,0.76476204,0.7902767,0.7567748,0.7676974,0.5772559,0.72327083,0.6818326,0.67599213,0.7074656,0.7050282,0.7235971,0.7056042,0.6424961,0.6896469,0.58328253,0.6953953,0.7676974,0.7902767,0.72879857,0.7535853,0.7473269,0.72521025,0.0,0.76461834,0.7110396,0.69337857,0.7902767,0.74776685,0.76461834,0.7902767,0.7902767,0.7789697,0.7148579,0.7750729,0.76461834,0.75422895,0.0,0.7953526,0.76024085,0.70570576
Lebanon(New Hampshire),0.0,0.8673063,0.96753246,0.9122471,0.80365855,0.8771446,0.0,0.8128865,0.93528134,0.86072296,0.96753246,0.9279516,0.890377,0.96753246,0.8465909,1.0,0.9279516,0.0,0.8366593,0.85130847,0.8883062,0.0,0.79821426,0.8347419,0.81520027,0.93988866,0.8734668,0.96753246,0.7164744,0.81326514,0.946034,0.9092438,0.8742857,0.86350554,0.96753246,0.83290267,0.96753246,0.93988866,1.0,0.9301891,0.8639724,0.96753246,0.9265162,0.93988866,0.72358555,0.8170986,0.8917293,0.8840909,0.8628693,0.86316305,0.88589686,0.86386824,0.8402834,0.880514,0.74683255,0.9003753,0.93988866,0.96753246,0.94362473,0.9226113,0.9149492,0.88787186,0.76461834,0.0,0.82265306,0.84890044,0.96753246,0.9154878,1.0,0.96753246,0.96753246,0.9330641,0.8751975,0.88013566,1.0,0.97655123,0.0,0.8985313,0.93075967,0.86072296
Warwick(Rhode Island),0.0,0.80196995,0.8502589,0.89908683,0.70453846,0.7708268,0.0,0.71435744,0.8219169,0.7402654,0.8502589,0.8154755,0.827986,0.8502589,0.74397653,0.82265306,0.8154755,0.0,0.76674205,0.7481223,0.78063554,0.0,0.7014636,0.7443393,0.7163907,0.82596576,0.8048525,0.8502589,0.66052943,0.71469015,0.8669766,0.8332609,0.7396405,0.7588409,0.8502589,0.7319474,0.8502589,0.82596576,0.82265306,0.8174419,0.75925124,0.8502589,0.8878993,0.82596576,0.6505624,0.71805894,0.7666574,0.7273001,0.7421114,0.75854003,0.77851826,0.7591597,0.7224272,0.7899404,0.6423139,0.77436846,0.82596576,0.8502589,0.81156516,0.8107826,0.8040492,0.7802539,0.7110396,0.82265306,0.0,0.74600613,0.8502589,0.8045225,0.82265306,0.8502589,0.8502589,0.8199684,0.7691158,0.7734554,0.82265306,0.8398836,0.0,0.7896213,0.8179433,0.7402654
Westbrook(Maine),0.0,0.79601127,0.87738705,0.78222686,0.7270173,0.79542065,0.0,0.7371495,0.8481408,0.76508665,0.87738705,0.8414939,0.8074202,0.87738705,0.76771367,0.84890044,0.8414939,0.0,0.7637529,0.7719917,0.80554235,0.0,0.7238443,0.7867399,0.86547565,0.8523188,0.7920855,0.87738705,0.6309757,0.73749286,0.8111982,0.7796516,0.76323926,0.7830523,0.87738705,0.75530076,0.87738705,0.8523188,0.84890044,0.84352297,0.78347576,0.87738705,0.84019226,0.8523188,0.65085256,0.74096924,0.76096106,0.75050515,0.7669946,0.7827418,0.8033575,0.7833813,0.7170595,0.78407115,0.6475764,0.7720471,0.8523188,0.87738705,0.80913234,0.8366512,0.829703,0.8051485,0.69337857,0.84890044,0.74600613,0.0,0.87738705,0.83019143,0.84890044,0.87738705,0.87738705,0.84613013,0.793655,0.88119334,0.84890044,0.83736587,0.0,0.8148148,0.8440404,0.76508665
Dover(Delaware),0.0,0.8476206,1.0,0.89154136,0.8286164,0.90657896,0.0,0.84016454,0.96666664,0.8488614,1.0,0.9590909,0.9202554,1.0,0.875,0.96753246,0.9590909,0.0,0.8393008,0.8798759,0.91811514,0.0,0.825,0.8627534,0.842556,0.9714286,0.9027778,1.0,0.7191532,0.8405559,0.9245614,0.88860625,0.8699003,0.8924822,1.0,0.8608524,1.0,0.9714286,0.96753246,0.9614035,0.8929648,1.0,0.9576073,0.9714286,0.7304478,0.84451807,0.86277705,0.8553866,0.85097826,0.8921283,0.915625,0.89285713,0.81300145,0.8605285,0.73807377,0.87993896,0.9714286,1.0,0.9222068,0.95357144,0.9456522,0.91766626,0.7902767,0.96753246,0.8502589,0.87738705,0.0,0.9462089,0.96753246,1.0,1.0,0.964375,0.9045666,0.9096704,0.96753246,0.95438594,0.0,0.9286834,0.9619932,0.8488614
Paterson(New Jersey),0.0,0.80518454,0.9462089,0.84358436,0.7840442,0.85781306,0.0,0.79497117,0.91466856,0.8032002,0.9462089,0.9075003,0.8707539,0.9462089,0.8279328,0.9154878,0.9075003,0.0,0.8087702,0.8325464,0.8687287,0.0,0.7806223,0.8163449,0.797234,0.9191744,0.8542164,0.9462089,0.68046916,0.7953415,0.8748282,0.84080714,0.82310736,0.8444746,0.9462089,0.8145462,0.9462089,0.9191744,0.9154878,0.9841954,0.84493124,0.9462089,0.9060966,0.9191744,0.73205227,0.7990905,0.8163673,0.80937445,0.8052032,0.8441397,0.8663725,0.8448294,0.7692692,0.81423974,0.75557125,0.8326061,0.9191744,0.9462089,0.87260026,0.90227777,0.8947845,0.86830395,0.74776685,0.9154878,0.8045225,0.83019143,0.9462089,0.0,0.9154878,0.9462089,0.9462089,0.9125002,0.85590893,0.89134824,0.9154878,0.90304846,0.0,0.8787285,0.91024655,0.8032002
Newark(New Jersey),0.0,0.8673063,0.96753246,0.9122471,0.80365855,0.8771446,0.0,0.8128865,0.93528134,0.86072296,0.96753246,0.9279516,0.890377,0.96753246,0.8465909,1.0,0.9279516,0.0,0.8366593,0.85130847,0.8883062,0.0,0.79821426,0.8347419,0.81520027,0.93988866,0.8734668,0.96753246,0.7164744,0.81326514,0.946034,0.9092438,0.8742857,0.86350554,0.96753246,0.83290267,0.96753246,0.93988866,1.0,0.9301891,0.8639724,0.96753246,0.9265162,0.93988866,0.72358555,0.8170986,0.8917293,0.8840909,0.8628693,0.86316305,0.88589686,0.86386824,0.8402834,0.880514,0.74683255,0.9003753,0.93988866,0.96753246,0.94362473,0.9226113,0.9149492,0.88787186,0.76461834,1.0,0.82265306,0.84890044,0.96753246,0.9154878,0.0,0.96753246,0.96753246,0.9330641,0.8751975,0.88013566,1.0,0.97655123,0.0,0.8985313,0.93075967,0.86072296
Jersey City(New Jersey),0.0,0.8476206,1.0,0.89154136,0.8286164,0.90657896,0.0,0.84016454,0.96666664,0.8488614,1.0,0.9590909,0.9202554,1.0,0.875,0.96753246,0.9590909,0.0,0.8393008,0.8798759,0.91811514,0.0,0.825,0.8627534,0.842556,0.9714286,0.9027778,1.0,0.7191532,0.8405559,0.9245614,0.88860625,0.8699003,0.8924822,1.0,0.8608524,1.0,0.9714286,0.96753246,0.9614035,0.8929648,1.0,0.9576073,0.9714286,0.7304478,0.84451807,0.86277705,0.8553866,0.85097826,0.8921283,0.915625,0.89285713,0.81300145,0.8605285,0.73807377,0.87993896,0.9714286,1.0,0.9222068,0.95357144,0.9456522,0.91766626,0.7902767,0.96753246,0.8502589,0.87738705,1.0,0.9462089,0.96753246,0.0,1.0,0.964375,0.9045666,0.9096704,0.96753246,0.95438594,0.0,0.9286834,0.9619932,0.8488614
Chelsea(Massachusetts),0.0,0.8476206,1.0,0.89154136,0.8286164,0.90657896,0.0,0.84016454,0.96666664,0.8488614,1.0,0.9590909,0.9202554,1.0,0.875,0.96753246,0.9590909,0.0,0.8393008,0.8798759,0.91811514,0.0,0.825,0.8627534,0.842556,0.9714286,0.9027778,1.0,0.7191532,0.8405559,0.9245614,0.88860625,0.8699003,0.8924822,1.0,0.8608524,1.0,0.9714286,0.96753246,0.9614035,0.8929648,1.0,0.9576073,0.9714286,0.7304478,0.84451807,0.86277705,0.8553866,0.85097826,0.8921283,0.915625,0.89285713,0.81300145,0.8605285,0.73807377,0.87993896,0.9714286,1.0,0.9222068,0.95357144,0.9456522,0.91766626,0.7902767,0.96753246,0.8502589,0.87738705,1.0,0.9462089,0.96753246,1.0,0.0,0.964375,0.9045666,0.9096704,0.96753246,0.95438594,0.0,0.9286834,0.9619932,0.8488614
Nashua(New Hampshire),0.0,0.8174241,0.964375,0.85978025,0.79909694,0.8742821,0.0,0.8102337,0.93222916,0.81862074,0.964375,0.9249233,0.90708876,0.964375,0.84382814,0.9330641,0.9249233,0.0,0.80940074,0.84853035,0.95203125,0.0,0.79560935,0.83201784,0.81253994,0.93682146,0.8706164,0.964375,0.6935334,0.8106111,0.8916239,0.8569496,0.8389101,0.86068755,0.964375,0.8301846,0.964375,0.93682146,0.9330641,0.9271535,0.86115295,0.964375,0.9234926,0.93682146,0.70442563,0.8144321,0.83204067,0.8249135,0.8206622,0.86034626,0.88300586,0.8610491,0.7840383,0.8298722,0.7117799,0.8485912,0.93682146,0.964375,0.8893532,0.9196005,0.91196334,0.8849744,0.7789697,0.9330641,0.8199684,0.84613013,0.964375,0.9125002,0.9330641,0.964375,0.964375,0.0,0.8723414,0.8772634,0.9330641,0.92038596,0.0,0.89559907,0.9277222,0.81862074
Philadelphia(Pennsylvania),0.0,0.7900286,0.9045666,0.80645853,0.7495387,0.820061,0.0,0.7599848,0.8744143,0.76785165,0.9045666,0.8675616,0.8324323,0.9045666,0.79149574,0.8751975,0.8675616,0.0,0.7798561,0.79590636,0.83049625,0.0,0.74626744,0.7804179,0.762148,0.9311715,0.8166226,0.9045666,0.650522,0.7603388,0.8363273,0.8038035,0.81787896,0.80730957,0.9045666,0.7786983,0.9045666,0.9311715,0.8751975,0.86965346,0.8077461,0.9045666,0.8662196,0.9311715,0.6607387,0.7639228,0.7804393,0.7737542,0.7697665,0.85515743,0.82824373,0.8490093,0.73541397,0.8020595,0.6676369,0.7959634,0.9311715,0.9045666,0.83419746,0.86256886,0.8554054,0.8300902,0.7148579,0.8751975,0.7691158,0.793655,0.9045666,0.85590893,0.8751975,0.9045666,0.9045666,0.8723414,0.0,0.85244346,0.8751975,0.8633056,0.0,0.840056,0.8701869,0.76785165
Woodbridge(New Jersey),0.0,0.9033333,0.9096704,0.8110088,0.7537678,0.8246881,0.0,0.7642728,0.87934804,0.8682393,0.9096704,0.8724566,0.902551,0.9096704,0.7959616,0.88013566,0.8724566,0.0,0.7990318,0.8003971,0.8351822,0.0,0.7504781,0.7848212,0.76644826,0.9154527,0.82123023,0.9096704,0.69242716,0.7646288,0.8410461,0.80833876,0.8040726,0.8118647,0.9096704,0.78309196,0.9096704,0.9154527,0.88013566,0.87726086,0.81230366,0.9096704,0.87110704,0.9154527,0.69929963,0.789713,0.86355746,0.7781199,0.8704044,0.84072185,0.832917,0.83467746,0.81373686,0.8897833,0.7217664,0.87015575,0.9154527,0.9096704,0.83890426,0.86743575,0.8602318,0.83477384,0.7750729,0.88013566,0.7734554,0.88119334,0.9096704,0.89134824,0.88013566,0.9096704,0.9096704,0.8772634,0.85244346,0.0,0.88013566,0.86817664,0.0,0.8447958,0.87509674,0.8682393
Boston(Massachusetts),0.0,0.8673063,0.96753246,0.9122471,0.80365855,0.8771446,0.0,0.8128865,0.93528134,0.86072296,0.96753246,0.9279516,0.890377,0.96753246,0.8465909,1.0,0.9279516,0.0,0.8366593,0.85130847,0.8883062,0.0,0.79821426,0.8347419,0.81520027,0.93988866,0.8734668,0.96753246,0.7164744,0.81326514,0.946034,0.9092438,0.8742857,0.86350554,0.96753246,0.83290267,0.96753246,0.93988866,1.0,0.9301891,0.8639724,0.96753246,0.9265162,0.93988866,0.72358555,0.8170986,0.8917293,0.8840909,0.8628693,0.86316305,0.88589686,0.86386824,0.8402834,0.880514,0.74683255,0.9003753,0.93988866,0.96753246,0.94362473,0.9226113,0.9149492,0.88787186,0.76461834,1.0,0.82265306,0.84890044,0.96753246,0.9154878,1.0,0.96753246,0.96753246,0.9330641,0.8751975,0.88013566,0.0,0.97655123,0.0,0.8985313,0.93075967,0.86072296
Cambridge(Massachusetts),0.0,0.8881319,0.95438594,0.9341518,0.7908198,0.8652262,0.0,0.80184126,0.92257303,0.88139045,0.95438594,0.91534287,0.87827885,0.95438594,0.8350877,0.97655123,0.91534287,0.0,0.856749,0.8532772,0.8762362,0.0,0.78736836,0.8317164,0.8041236,0.92711776,0.86159843,0.95438594,0.7336783,0.80910665,0.96875,0.9310764,0.8537848,0.8590901,0.95438594,0.8215854,0.95438594,0.92711776,0.97655123,0.91754997,0.85223305,0.95438594,0.91392696,0.92711776,0.7409601,0.8059961,0.87081933,0.86336005,0.8835884,0.8514347,0.8738596,0.8521303,0.82057977,0.90165675,0.7647654,0.9219949,0.92711776,0.95438594,0.9662829,0.9100752,0.90251714,0.8833319,0.75422895,0.97655123,0.8398836,0.83736587,0.95438594,0.90304846,0.97655123,0.95438594,0.95438594,0.92038596,0.8633056,0.86817664,0.97655123,0.0,0.0,0.8863224,0.9181128,0.88139045
New Haven(Connecticut),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrisburg(Pennsylvania),0.0,0.7871712,0.9286834,0.82795966,0.76952225,0.85985637,0.0,0.78024685,0.89772725,0.8872867,0.9286834,0.8906918,0.85462594,0.9286834,0.812598,0.8985313,0.8906918,0.0,0.816561,0.81712615,0.8526383,0.0,0.76616377,0.80122477,0.7824678,0.9021496,0.83839476,0.9286834,0.66786563,0.7806103,0.8586248,0.8252339,0.807862,0.8288334,0.9286834,0.8164864,0.9286834,0.9021496,0.8985313,0.89283943,0.96153843,0.9286834,0.88931406,0.9021496,0.6783548,0.9093713,0.8012467,0.79438335,0.88949937,0.82850474,0.8503257,0.8291816,0.7599238,0.7991586,0.68543684,0.81718475,0.9021496,0.9286834,0.85643816,0.88556594,0.8782115,0.8522214,0.7953526,0.8985313,0.7896213,0.8148148,0.9286834,0.8787285,0.8985313,0.9286834,0.9286834,0.89559907,0.840056,0.8447958,0.8985313,0.8863224,0.0,0.0,0.89338714,0.8872867
Atlantic City(New Jersey),0.0,0.83554083,0.9619932,0.8576568,0.7971233,0.8721228,0.0,0.8082326,0.92992675,0.86177737,0.9619932,0.9394841,0.8852795,0.9619932,0.84174407,0.93075967,0.9394841,0.0,0.8074017,0.84643465,0.88322055,0.0,0.79364437,0.8299629,0.81053317,0.9345077,0.86846614,0.9619932,0.6918205,0.8086091,0.88942176,0.8548332,0.8368382,0.8585618,0.9619932,0.8281342,0.9619932,0.9345077,0.93075967,0.92486364,0.8590261,0.9619932,0.9212118,0.9345077,0.70268583,0.81242067,0.8299857,0.82287616,0.8639264,0.85822135,0.88082504,0.8589225,0.78210187,0.8482648,0.71947944,0.8673986,0.9345077,0.9619932,0.8871567,0.91732925,0.909711,0.8827887,0.76024085,0.93075967,0.8179433,0.8440404,0.9619932,0.91024655,0.93075967,0.9619932,0.9619932,0.9277222,0.8701869,0.87509674,0.93075967,0.9181128,0.0,0.89338714,0.0,0.86177737
New Bedford(Massachusetts),0.0,0.8383729,0.8488614,0.8233525,0.7266082,0.8426471,0.0,0.855,0.820566,1.0,0.8488614,0.83457714,0.78363025,0.8488614,0.74275374,0.86072296,0.83457714,0.0,0.9202899,0.80547094,0.77935255,0.0,0.70031065,0.8934008,0.81136364,0.8246082,0.7663332,0.8488614,0.6925727,0.82049125,0.853847,0.8468235,0.75251776,0.871178,0.8488614,0.80014515,0.8488614,0.8246082,0.86072296,0.81609833,0.85316026,0.8488614,0.81287587,0.8246082,0.6994466,0.9095569,0.8014574,0.8261693,0.99751246,0.7572933,0.77723867,0.757912,0.75521946,0.85113996,0.72191817,0.8703386,0.8246082,0.8488614,0.9121453,0.80945,0.82356733,0.8472697,0.70570576,0.86072296,0.7402654,0.76508665,0.8488614,0.8032002,0.86072296,0.8488614,0.8488614,0.81862074,0.76785165,0.8682393,0.86072296,0.88139045,0.0,0.8872867,0.86177737,0.0
